FID,meetwaarde_identificatie,monprog_naam,meetpunt_identificatie,geometriepunt_x,geometriepunt_y,monster_identificatie,compartiment_code,bemonsteringsmethode_code,veldapparaat_code,monsternemingsdatum,monsternemingstijd,monster_tijdutcoffset,referentiehorizontaal_code,grootheid_code,parameter_groep,parameter_omschrijving,eenheid_code,hoedanigheid_code,waardebewerkingsmethode_code,waardebepalingsmethode_code,begindatum,begintijd,meetwaarde_tijdutcoffset,resultaatdatum,resultaatutcoffset,limietsymbool,numeriekewaarde,alfanumeriekewaarde,kwaliteitsoordeel_code,the_geom
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_25e7,RWS1998_DOGGBK04_2960,RWS-boxcore historie,DOGGBANK,3.231909,54.910953,RWS1998_DOGGBK04,BS,"Essink, 1991",Box-corer,07-04-98,11:06:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",07-04-98,11:06:00,2,07-04-98,2,,0.40749,,0,POINT (3.231909 54.91095303580882)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2680,RWS1998_FRIESFT02_3112,RWS-boxcore historie,FRIESEFR,4.915315,54.01872,RWS1998_FRIESFT02,BS,"Essink, 1991",Box-corer,04-06-98,12:50:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice,g/m2,adg,,"Essink, 1991",04-06-98,12:50:00,2,04-06-98,2,,0.00193,,0,POINT (4.915314999999999 54.01872003695074)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2709,RWS1998_FRIESFT06_3245,RWS-boxcore historie,OESTERGR_OV,5.898668,54.188181,RWS1998_FRIESFT06,BS,"Essink, 1991",Box-corer,16-06-98,17:11:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",16-06-98,17:11:00,2,16-06-98,2,,0.03862,,0,POINT (5.898668000000001 54.18818103674008)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2729,RWS1998_FRIESFT07_3277,RWS-boxcore historie,FRIESEFR,4.790314,53.921493,RWS1998_FRIESFT07,BS,"Essink, 1991",Box-corer,04-06-98,13:56:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",04-06-98,13:56:00,2,04-06-98,2,,1.63576,,0,POINT (4.790314 53.921493037070206)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_27bc,RWS1998_FRIESFT13_3422,RWS-boxcore historie,OFFSHORE_OV,5.982014,53.857615,RWS1998_FRIESFT13,BS,"Essink, 1991",Box-corer,03-06-98,16:44:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice,g/m2,adg,,"Essink, 1991",03-06-98,16:44:00,2,03-06-98,2,,0.06759,,0,POINT (5.9820139999999995 53.85761503714819)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_27d6,RWS1998_FRIESFT14_3448,RWS-boxcore historie,OFFSHORE_OV,4.956993,53.665931,RWS1998_FRIESFT14,BS,"Essink, 1991",Box-corer,04-06-98,16:59:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice,g/m2,adg,,"Essink, 1991",04-06-98,16:59:00,2,04-06-98,2,,0.03476,,0,POINT (4.956992999999999 53.66593103737951)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_27ee,RWS1998_FRIESFT15_3472,RWS-boxcore historie,FRIESEFR,4.373651,53.482585,RWS1998_FRIESFT15,BS,"Essink, 1991",Box-corer,09-04-98,18:30:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",09-04-98,18:30:00,2,09-04-98,2,,1.9969,,0,POINT (4.373651000000001 53.48258503759703)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2810,RWS1998_FRIESFT16_3505,RWS-boxcore historie,OESTERGR_OV,5.540325,54.190955,RWS1998_FRIESFT16,BS,"Essink, 1991",Box-corer,16-06-98,14:45:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice,g/m2,adg,,"Essink, 1991",16-06-98,14:45:00,2,16-06-98,2,,0.00386,,0,POINT (5.540325 54.19095503673661)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2843,RWS1998_HOLLSKT02_3553,RWS-boxcore historie,NZKUSTZONE,4.665344,52.832567,RWS1998_HOLLSKT02,BS,"Essink, 1991",Box-corer,02-06-98,17:30:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice,g/m2,adg,,"Essink, 1991",02-06-98,17:30:00,2,02-06-98,2,,0.00966,,0,POINT (4.665343999999999 52.83256703833777)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2844,RWS1998_HOLLSKT02_3554,RWS-boxcore historie,NZKUSTZONE,4.665344,52.832567,RWS1998_HOLLSKT02,BS,"Essink, 1991",Box-corer,02-06-98,17:30:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",02-06-98,17:30:00,2,02-06-98,2,,1.47933,,0,POINT (4.665343999999999 52.83256703833777)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2856,RWS1998_HOLLSKT03_3572,RWS-boxcore historie,KUSTZONE_OV,4.529238,52.546445,RWS1998_HOLLSKT03,BS,"Essink, 1991",Box-corer,05-06-98,05:02:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",05-06-98,05:02:00,2,05-06-98,2,,1.67438,,0,POINT (4.529238 52.54644503864835)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_287f,RWS1998_NOORDWK10_3613,RWS-boxcore historie,KUSTZONE_OV,4.301184,52.301435,RWS1998_NOORDWK10,BS,"Essink, 1991",Box-corer,30-03-98,13:48:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",30-03-98,13:48:00,2,30-03-98,2,,0.73966,,0,POINT (4.301184 52.30143503890655)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_288c,RWS1998_NOORDWK2_3626,RWS-boxcore historie,KUSTZONE_OV,4.404799,52.260601,RWS1998_NOORDWK2,BS,"Essink, 1991",Box-corer,30-03-98,13:04:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",30-03-98,13:04:00,2,30-03-98,2,,0.56971,,0,POINT (4.404799 52.260601038948884)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_28a8,RWS1998_NOORDWK50_3653,RWS-boxcore historie,OFFSHORE_OV,3.785333,52.480046,RWS1998_NOORDWK50,BS,"Essink, 1991",Box-corer,10-04-98,09:56:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",10-04-98,09:56:00,2,10-04-98,2,,2.09732,,0,POINT (3.785333000000001 52.48004603871905)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2ab5,RWS1998_OESTGDN18_4164,RWS-boxcore historie,OESTERGR_OV,4.998635,54.499293,RWS1998_OESTGDN18,BS,"Essink, 1991",Box-corer,04-06-98,08:38:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice,g/m2,adg,,"Essink, 1991",04-06-98,08:38:00,2,04-06-98,2,,0.02124,,0,POINT (4.998634999999999 54.49929303634564)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2b20,RWS1998_VOORDTA4_4588,RWS-boxcore historie,VOORDELTA,3.81202,51.789747,RWS1998_VOORDTA4,BS,"Essink, 1991",Box-corer,18-05-98,,NaN,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",18-05-98,,NaN,18-05-98,NaN,,13.65384,,0,POINT (3.812020000000001 51.789747039422096)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2b8c,RWS1998_ROTTMPT50_4370,RWS-boxcore historie,OFFSHORE_OV,6.308686,53.953177,RWS1998_ROTTMPT50,BS,"Essink, 1991",Box-corer,03-06-98,18:18:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice,g/m2,adg,,"Essink, 1991",03-06-98,18:18:00,2,03-06-98,2,,0.00193,,0,POINT (6.308686 53.95317703703138)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2b8d,RWS1998_ROTTMPT50_4371,RWS-boxcore historie,OFFSHORE_OV,6.308686,53.953177,RWS1998_ROTTMPT50,BS,"Essink, 1991",Box-corer,03-06-98,18:18:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",03-06-98,18:18:00,2,03-06-98,2,,1.17033,,0,POINT (6.308686 53.95317703703138)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2ba9,RWS1998_ROTTMPT70_4399,RWS-boxcore historie,OESTERGR_OV,6.212845,54.117348,RWS1998_ROTTMPT70,BS,"Essink, 1991",Box-corer,03-06-98,19:44:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice,g/m2,adg,,"Essink, 1991",03-06-98,19:44:00,2,03-06-98,2,,0.00097,,0,POINT (6.2128450000000015 54.1173480368285)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2c04,RWS1998_TERSLG30_4488,RWS-boxcore historie,OFFSHORE_OV,4.939617,53.612726,RWS1998_TERSLG30,BS,"Essink, 1991",Box-corer,04-06-98,17:35:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice,g/m2,adg,,"Essink, 1991",04-06-98,17:35:00,2,04-06-98,2,,0.52143,,0,POINT (4.939617 53.61272603744301)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2c20,RWS1998_TERSLG4_4516,RWS-boxcore historie,NZKUSTZONE,5.149228,53.414536,RWS1998_TERSLG4,BS,"Essink, 1991",Box-corer,16-06-98,07:00:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",16-06-98,07:00:00,2,16-06-98,2,,2.43336,,0,POINT (5.149227999999999 53.41453603767681)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2c69,RWS1998_VOORDTA5_4605,RWS-boxcore historie,VOORDELTA,3.917852,51.921419,RWS1998_VOORDTA5,BS,"Essink, 1991",Box-corer,02-04-98,18:02:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",02-04-98,18:02:00,2,02-04-98,2,,1.55465,,0,POINT (3.917852000000001 51.92141903929253)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2c7f,RWS1998_WADDKT02_4627,RWS-boxcore historie,KUSTZONE_OV,5.825629,53.610383,RWS1998_WADDKT02,BS,"Essink, 1991",Box-corer,03-06-98,12:16:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice,g/m2,adg,,"Essink, 1991",03-06-98,12:16:00,2,03-06-98,2,,0.09656,,0,POINT (5.825629000000001 53.610383037445786)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2c80,RWS1998_WADDKT02_4628,RWS-boxcore historie,KUSTZONE_OV,5.825629,53.610383,RWS1998_WADDKT02,BS,"Essink, 1991",Box-corer,03-06-98,12:16:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",03-06-98,12:16:00,2,03-06-98,2,,2.63034,,0,POINT (5.825629000000001 53.610383037445786)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2ca0,RWS1998_WADDKT03_4659,RWS-boxcore historie,NZKUSTZONE,5.996746,53.542049,RWS1998_WADDKT03,BS,"Essink, 1991",Box-corer,03-06-98,10:57:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice,g/m2,adg,,"Essink, 1991",03-06-98,10:57:00,2,03-06-98,2,,0.34762,,0,POINT (5.996746 53.54204903752688)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2ca1,RWS1998_WADDKT03_4660,RWS-boxcore historie,NZKUSTZONE,5.996746,53.542049,RWS1998_WADDKT03,BS,"Essink, 1991",Box-corer,03-06-98,10:57:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",03-06-98,10:57:00,2,03-06-98,2,,7.36574,,0,POINT (5.996746 53.54204903752688)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2cb8,RWS1998_WADDKT04_4682,RWS-boxcore historie,NZKUSTZONE,5.628682,53.504544,RWS1998_WADDKT04,BS,"Essink, 1991",Box-corer,03-06-98,13:55:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice,g/m2,adg,,"Essink, 1991",03-06-98,13:55:00,2,03-06-98,2,,0.00966,,0,POINT (5.628682 53.50454403757117)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2ccd,RWS1998_WADDKT05_4702,RWS-boxcore historie,NZKUSTZONE,4.68756,53.05563,RWS1998_WADDKT05,BS,"Essink, 1991",Box-corer,02-06-98,19:31:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice,g/m2,adg,,"Essink, 1991",02-06-98,19:31:00,2,02-06-98,2,,0.01931,,0,POINT (4.6875599999999995 53.05563003808901)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2cce,RWS1998_WADDKT05_4703,RWS-boxcore historie,NZKUSTZONE,4.68756,53.05563,RWS1998_WADDKT05,BS,"Essink, 1991",Box-corer,02-06-98,19:31:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",02-06-98,19:31:00,2,02-06-98,2,,0.0618,,0,POINT (4.6875599999999995 53.05563003808901)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2ce2,RWS1998_WADDKT06_4722,RWS-boxcore historie,NZKUSTZONE,6.184807,53.537606,RWS1998_WADDKT06,BS,"Essink, 1991",Box-corer,03-06-98,08:54:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice,g/m2,adg,,"Essink, 1991",03-06-98,08:54:00,2,03-06-98,2,,0.14484,,0,POINT (6.184807 53.53760603753212)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2ce3,RWS1998_WADDKT06_4723,RWS-boxcore historie,NZKUSTZONE,6.184807,53.537606,RWS1998_WADDKT06,BS,"Essink, 1991",Box-corer,03-06-98,08:54:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",03-06-98,08:54:00,2,03-06-98,2,,5.50402,,0,POINT (6.184807 53.53760603753212)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2cfd,RWS1998_WADDKT07_4748,RWS-boxcore historie,KUSTZONE_OV,6.105635,53.623997,RWS1998_WADDKT07,BS,"Essink, 1991",Box-corer,03-06-98,09:52:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice,g/m2,adg,,"Essink, 1991",03-06-98,09:52:00,2,03-06-98,2,,0.1545,,0,POINT (6.105635 53.62399703742959)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2cfe,RWS1998_WADDKT07_4749,RWS-boxcore historie,KUSTZONE_OV,6.105635,53.623997,RWS1998_WADDKT07,BS,"Essink, 1991",Box-corer,03-06-98,09:52:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",03-06-98,09:52:00,2,03-06-98,2,,2.61683,,0,POINT (6.105635 53.62399703742959)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2d51,RWS1999_BREEVTN03_2219,RWS-boxcore historie,OFFSHORE_OV,4.440884,53.187021,RWS1999_BREEVTN03,BS,"Essink, 1991",Box-corer,24-03-99,10:23:00,1,EPSG4258,MASSPOPVTE,Biotaxon,Lanice,g/m2,adg,,"Essink, 1991",24-03-99,10:23:00,1,24-03-99,1,,0.03723,,0,POINT (4.440884 53.18702103793979)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2df1,RWS1999_BREEVTN14_2379,RWS-boxcore historie,BRUINEBANK,3.201986,52.46115,RWS1999_BREEVTN14,BS,"Essink, 1991",Box-corer,25-03-99,06:51:00,1,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",25-03-99,06:51:00,1,25-03-99,1,,0.00677,,0,POINT (3.2019859999999998 52.46115003873908)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2e21,RWS1999_BREEVTN18_2427,RWS-boxcore historie,OFFSHORE_OV,2.998661,51.999189,RWS1999_BREEVTN18,BS,"Essink, 1991",Box-corer,25-03-99,14:08:00,1,EPSG4258,MASSPOPVTE,Biotaxon,Lanice,g/m2,adg,,"Essink, 1991",25-03-99,14:08:00,1,25-03-99,1,,0.01523,,0,POINT (2.9986610000000002 51.999189039215)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2e93,RWS1999_BREEVTN27_2538,RWS-boxcore historie,OFFSHORE_OV,3.915598,52.997286,RWS1999_BREEVTN27,BS,"Essink, 1991",Box-corer,24-03-99,13:57:00,1,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",24-03-99,13:57:00,1,24-03-99,1,,0.01523,,0,POINT (3.9155979999999997 52.99728603815464)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2ea7,RWS1999_BREEVTN34_2558,RWS-boxcore historie,OESTERGR_OV,3.494739,53.499243,RWS1999_BREEVTN34,BS,"Essink, 1991",Box-corer,10-03-99,13:53:00,1,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",10-03-99,13:53:00,1,10-03-99,1,,0.15908,,0,POINT (3.4947389999999996 53.49924303757741)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2ec0,RWS1999_DOGGBK02_2583,RWS-boxcore historie,DOGGBANK,3.640244,55.165967,RWS1999_DOGGBK02,BS,"Essink, 1991",Box-corer,27-04-99,14:45:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",27-04-99,14:45:00,2,27-04-99,2,,1.65121,,0,POINT (3.6402440000000005 55.16596703546806)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2ee2,RWS1999_DOGGBK03_2617,RWS-boxcore historie,DOGGBANK,3.498598,55.249329,RWS1999_DOGGBK03,BS,"Essink, 1991",Box-corer,27-04-99,12:30:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",27-04-99,12:30:00,2,27-04-99,2,,4.13769,,0,POINT (3.4985979999999994 55.24932903535535)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2f09,RWS1999_DOGGBK04_2656,RWS-boxcore historie,DOGGBANK,3.231909,54.910953,RWS1999_DOGGBK04,BS,"Essink, 1991",Box-corer,08-04-99,09:16:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",08-04-99,09:16:00,2,08-04-99,2,,0.63969,,0,POINT (3.231909 54.91095303580882)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_2f4b,RWS1999_DOGGBK07_2722,RWS-boxcore historie,DOGGBANK_OV,4.048577,55.470982,RWS1999_DOGGBK07,BS,"Essink, 1991",Box-corer,27-04-99,10:30:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",27-04-99,10:30:00,2,27-04-99,2,,0.63462,,0,POINT (4.048577 55.47098203505256)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_300e,RWS2006_BREEVTN06_3795,RWS-boxcore historie,OFFSHORE_OV,4.229223,52.821451,RWS2006_BREEVTN06,BS,"Essink, 1991",Box-corer,29-03-06,,NaN,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",29-03-06,,NaN,29-03-06,NaN,,0.60287,,0,POINT (4.229222999999999 52.82145103835005)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_30ed,RWS1999_FRIESFT15_3134,RWS-boxcore historie,FRIESEFR,4.373651,53.482585,RWS1999_FRIESFT15,BS,"Essink, 1991",Box-corer,26-04-99,19:10:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",26-04-99,19:10:00,2,26-04-99,2,,0.02369,,0,POINT (4.373651000000001 53.48258503759703)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_313c,RWS1999_HOLLSKT02_3211,RWS-boxcore historie,NZKUSTZONE,4.665344,52.832567,RWS1999_HOLLSKT02,BS,"Essink, 1991",Box-corer,24-03-99,07:02:00,1,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",24-03-99,07:02:00,1,24-03-99,1,,1.19646,,0,POINT (4.665343999999999 52.83256703833777)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_315f,RWS1999_HOLLSKT04_3246,RWS-boxcore historie,KUSTZONE_OV,4.498954,52.749507,RWS1999_HOLLSKT04,BS,"Essink, 1991",Box-corer,24-03-99,19:15:00,1,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",24-03-99,19:15:00,1,24-03-99,1,,2.03585,,0,POINT (4.4989539999999995 52.74950703842895)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_3175,RWS1999_NOORDWK2_3269,RWS-boxcore historie,KUSTZONE_OV,4.404799,52.260601,RWS1999_NOORDWK2,BS,"Essink, 1991",Box-corer,04-03-99,12:10:00,1,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",04-03-99,12:10:00,1,04-03-99,1,,1.52985,,0,POINT (4.404799 52.260601038948884)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_3194,RWS1999_NOORDWK50_3300,RWS-boxcore historie,OFFSHORE_OV,3.785333,52.480046,RWS1999_NOORDWK50,BS,"Essink, 1991",Box-corer,12-03-99,07:52:00,1,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",12-03-99,07:52:00,1,12-03-99,1,,0.71246,,0,POINT (3.785333000000001 52.48004603871905)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_34ff,RWS1999_TERSLG4_4166,RWS-boxcore historie,NZKUSTZONE,5.149228,53.414536,RWS1999_TERSLG4,BS,"Essink, 1991",Box-corer,29-04-99,05:15:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",29-04-99,05:15:00,2,29-04-99,2,,0.03283,,0,POINT (5.149227999999999 53.41453603767681)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_3537,RWS1999_VOORDTA5_4232,RWS-boxcore historie,VOORDELTA,3.917852,51.921419,RWS1999_VOORDTA5,BS,"Essink, 1991",Box-corer,04-03-99,15:34:00,1,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",04-03-99,15:34:00,1,04-03-99,1,,0.01862,,0,POINT (3.917852000000001 51.92141903929253)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_354c,RWS1999_WADDKT02_4253,RWS-boxcore historie,KUSTZONE_OV,5.825629,53.610383,RWS1999_WADDKT02,BS,"Essink, 1991",Box-corer,29-04-99,02:10:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",29-04-99,02:10:00,2,29-04-99,2,,3.82385,,0,POINT (5.825629000000001 53.610383037445786)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_355d,RWS1999_WADDKT03_4270,RWS-boxcore historie,NZKUSTZONE,5.996746,53.542049,RWS1999_WADDKT03,BS,"Essink, 1991",Box-corer,29-04-99,01:20:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",29-04-99,01:20:00,2,29-04-99,2,,0.12746,,0,POINT (5.996746 53.54204903752688)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_356e,RWS1999_WADDKT04_4287,RWS-boxcore historie,NZKUSTZONE,5.628682,53.504544,RWS1999_WADDKT04,BS,"Essink, 1991",Box-corer,29-04-99,01:35:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",29-04-99,01:35:00,2,29-04-99,2,,0.05214,,0,POINT (5.628682 53.50454403757117)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_3598,RWS1999_WADDKT07_4328,RWS-boxcore historie,KUSTZONE_OV,6.105635,53.623997,RWS1999_WADDKT07,BS,"Essink, 1991",Box-corer,29-04-99,00:25:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",29-04-99,00:25:00,2,29-04-99,2,,1.27462,,0,POINT (6.105635 53.62399703742959)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_35b2,RWS1999_WALCRN70_4354,RWS-boxcore historie,OFFSHORE_OV,2.677821,51.956129,RWS1999_WALCRN70,BS,"Essink, 1991",Box-corer,25-03-99,15:34:00,1,EPSG4258,MASSPOPVTE,Biotaxon,Lanice,g/m2,adg,,"Essink, 1991",25-03-99,15:34:00,1,25-03-99,1,,0.01692,,0,POINT (2.677821 51.956129039258016)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_35dd,RWS2000_BREEVTN03_2399,RWS-boxcore historie,OFFSHORE_OV,4.440884,53.187021,RWS2000_BREEVTN03,BS,"Essink, 1991",Box-corer,25-04-00,21:20:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",25-04-00,21:20:00,2,25-04-00,2,,1.78708,,0,POINT (4.440884 53.18702103793979)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_35fc,RWS2000_BREEVTN05_2430,RWS-boxcore historie,OFFSHORE_OV,4.006989,53.024233,RWS2000_BREEVTN05,BS,"Essink, 1991",Box-corer,28-04-00,05:45:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",28-04-00,05:45:00,2,28-04-00,2,,0.00338,,0,POINT (4.006989 53.024233038124386)
